Ticker,Name,Sector,Industry,Price,Collection
RJF,"Raymond James Financial, Inc.",Financial,Investment Brokerage - Regional,WIKI/RJF,stocks/rjf
RKT,Rock-Tenn Company,Consumer Goods,Packaging & Containers,WIKI/RKT,stocks/rkt
RKUS,"Ruckus Wireless, Inc.",Technology,Computer Based Systems,WIKI/RKUS,stocks/rkus
RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,WIKI/RL,stocks/rl
RLD,RealD Inc.,Services,"Movie Production, Theaters",WIKI/RLD,stocks/rld
RLGT,"Radiant Logistics, Inc.",Services,Air Delivery & Freight Services,NA,stocks/rlgt
RLGY,Realogy Holdings Corp.,Financial,Property Management,WIKI/RLGY,stocks/rlgy
RLH,Red Lion Hotels Corporation,Services,Lodging,NA,stocks/rlh
RLI,RLI Corp.,Financial,Property & Casualty Insurance,WIKI/RLI,stocks/rli
RLJE,"RLJ Entertainment, Inc.",Services,Broadcasting - TV,NA,NA
RLOG,"Rand Logistics, Inc.",Services,Shipping,NA,stocks/rlog
RM,Regional Management Corp.,Financial,Credit Services,WIKI/RM,stocks/rm
RMBS,Rambus Inc.,Technology,Semiconductor- Memory Chips,WIKI/RMBS,stocks/rmbs
RMCF,Rocky Mountain Chocolate Factory Inc.,Consumer Goods,Confectioners,NA,stocks/rmcf
RMD,ResMed Inc.,Healthcare,Medical Appliances & Equipment,WIKI/RMD,stocks/rmd
RMKR,Rainmaker Systems Inc.,Services,Management Services,NA,stocks/rmkr
RNDY,"Roundy's, Inc.",Services,Grocery Stores,WIKI/RNDY,stocks/rndy
RNF,"Rentech Nitrogen Partners, L.P.",Basic Materials,Agricultural Chemicals,NA,stocks/rnf
RNIN,Wireless Ronin Technologies Inc.,Technology,Business Software & Services,NA,stocks/rnin
RNN,"Rexahn Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/rnn
RNO,Rhino Resource Partners LP,Basic Materials,Nonmetallic Mineral Mining,NA,stocks/rno
RNR,RenaissanceRe Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/RNR,stocks/rnr
RNST,Renasant Corp.,Financial,Money Center Banks,WIKI/RNST,stocks/rnst
RNWK,RealNetworks Inc.,Technology,Multimedia & Graphics Software,WIKI/RNWK,stocks/rnwk
ROC,"Rockwood Holdings, Inc.",Basic Materials,Specialty Chemicals,WIKI/ROC,stocks/roc
ROCM,Rochester Medical Corporation,,,NA,stocks/rocm
ROG,Rogers Corporation,Technology,Diversified Electronics,WIKI/ROG,stocks/rog
ROIA,Radio One Inc.,,,NA,stocks/roia
ROIAK,Radio One Inc.,Services,Broadcasting - Radio,NA,stocks/roiak
ROIC,Retail Opportunity Investments Corp.,Financial,REIT - Retail,NA,stocks/roic
ROK,Rockwell Automation Inc.,Industrial Goods,Diversified Machinery,WIKI/ROK,stocks/rok
ROL,Rollins Inc.,Services,Business Services,WIKI/ROL,stocks/rol
ROLL,RBC Bearings Inc.,Industrial Goods,Machine Tools & Accessories,WIKI/ROLL,stocks/roll
ROMA,Roma Financial Corp.,,,NA,stocks/roma
ROP,Roper Industries Inc.,Industrial Goods,Diversified Machinery,WIKI/ROP,stocks/rop
ROSE,"Rosetta Resources, Inc.",Basic Materials,Independent Oil & Gas,WIKI/ROSE,stocks/rose
ROST,Ross Stores Inc.,Services,Apparel Stores,WIKI/ROST,stocks/rost
ROVI,Rovi Corporation,Technology,Multimedia & Graphics Software,WIKI/ROVI,stocks/rovi
ROX,Castle Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,NA,stocks/rox
RP,"RealPage, Inc.",Technology,Application Software,WIKI/RP,stocks/rp
RPAI,"Retail Properties of America, Inc.",Financial,REIT - Retail,NA,NA
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,WIKI/RPM,stocks/rpm
RPRX,Repros Therapeutics Inc.,Healthcare,Biotechnology,WIKI/RPRX,stocks/rprx
RPT,Ramco-Gershenson Properties Trust,Financial,REIT - Retail,NA,stocks/rpt
RPTP,Raptor Pharmaceuticals Corp.,Healthcare,Drug Manufacturers - Major,WIKI/RPTP,stocks/rptp
RPXC,RPX Corporation,Services,Business Services,WIKI/RPXC,stocks/rpxc
RRD,R.R. Donnelley & Sons Company,Services,Business Services,WIKI/RRD,stocks/rrd
RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,WIKI/RRC,stocks/rrc
RRGB,Red Robin Gourmet Burgers Inc.,Services,Restaurants,WIKI/RRGB,stocks/rrgb
RRTS,"Roadrunner Transportation Systems, Inc.",Services,Air Delivery & Freight Services,WIKI/RRTS,stocks/rrts
RSE,"Rouse Properties, Inc.",Financial,Property Management,NA,stocks/rse
RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,WIKI/RSG,stocks/rsg
RSH,RadioShack Corp.,Services,Electronics Stores,WIKI/RSH,stocks/rsh
RSOL,"Real Goods Solar, Inc.",,,NA,stocks/rsol
RSYS,RadiSys Corporation,Technology,Computer Based Systems,WIKI/RSYS,stocks/rsys
RTI,"RTI International Metals, Inc.",Industrial Goods,Metal Fabrication,WIKI/RTI,stocks/rti
RTIX,RTI Surgical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/RTIX,stocks/rtix
RTK,"Rentech, Inc.",Basic Materials,Chemicals - Major Diversified,WIKI/RTK,stocks/rtk
RTN,Raytheon Co.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/RTN,stocks/rtn
RUE,"rue21, Inc.",,,NA,stocks/rue
RUSHA,"Rush Enterprises, Inc.",,,WIKI/RUSHA,stocks/rusha
RUSHB,"Rush Enterprises, Inc.",Services,Auto Dealerships,NA,stocks/rushb
RVLT,"Revolution Lighting Technologies, Inc.",Technology,Diversified Electronics,WIKI/RVLT,stocks/rvlt
RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/rvp
RVM,"Revett Mining Company, Inc.",Basic Materials,Industrial Metals & Minerals,NA,stocks/rvm
RVSB,Riverview Bancorp Inc.,Financial,Savings & Loans,NA,stocks/rvsb
RVBD,"Riverbed Technology, Inc.",Technology,Information Technology Services,WIKI/RVBD,stocks/rvbd
RXN,Rexnord Corporation,Industrial Goods,Diversified Machinery,WIKI/RXN,stocks/rxn
RYL,Ryland Group Inc.,Industrial Goods,Residential Construction,WIKI/RYL,stocks/ryl
RYN,Rayonier Inc.,Industrial Goods,"Lumber, Wood Production",NA,stocks/ryn
SAAS,"inContact, Inc.",Technology,Application Software,WIKI/SAAS,stocks/saas
SAH,Sonic Automotive Inc.,Services,Auto Dealerships,WIKI/SAH,stocks/sah
SAFM,"Sanderson Farms, Inc.",Consumer Goods,Food - Major Diversified,WIKI/SAFM,stocks/safm
SAL,Salisbury Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/sal
SAM,Boston Beer Co. Inc.,Consumer Goods,Beverages - Brewers,WIKI/SAM,stocks/sam
SANM,Sanmina Corporation,Technology,Diversified Electronics,WIKI/SANM,stocks/sanm
SANW,,Consumer Goods,Farm Products,NA,stocks/sanw
RJET,Republic Airways Holdings Inc.,Services,Regional Airlines,WIKI/RJET,stocks/rjet
SAPE,Sapient Corp.,Technology,Business Software & Services,WIKI/SAPE,stocks/sape
SASR,Sandy Spring Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/SASR,stocks/sasr
SALM,Salem Communications Corp.,Services,Broadcasting - Radio,WIKI/SALM,stocks/salm
SATS,EchoStar Corp.,Technology,Communication Equipment,WIKI/SATS,stocks/sats
SAVE,"Spirit Airlines, Inc.",Services,Major Airlines,WIKI/SAVE,stocks/save
SBAC,SBA Communications Corp.,Services,Rental & Leasing Services,WIKI/SBAC,stocks/sbac
SBCF,Seacoast Banking Corp. of Florida,Financial,Regional - Mid-Atlantic Banks,WIKI/SBCF,stocks/sbcf
SBGI,Sinclair Broadcast Group Inc.,Services,Broadcasting - TV,WIKI/SBGI,stocks/sbgi
SBH,Sally Beauty Holdings Inc.,Services,"Specialty Retail, Other",WIKI/SBH,stocks/sbh
SBSA,Spanish Broadcasting System Inc.,Services,Broadcasting - Radio,NA,stocks/sbsa
SBSI,Southside Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/SBSI,stocks/sbsi
SBUX,Starbucks Corporation,Services,Specialty Eateries,WIKI/SBUX,stocks/sbux
SCCO,Southern Copper Corp.,Basic Materials,Copper,WIKI/SCCO,stocks/scco
SCEI,Sino Clean Energy Inc,Basic Materials,Synthetics,NA,stocks/scei
SCG,SCANA Corp.,Utilities,Electric Utilities,WIKI/SCG,stocks/scg
SCHL,Scholastic Corporation,Services,Publishing - Books,WIKI/SCHL,stocks/schl
SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,WIKI/SCHW,stocks/schw
RSTI,Rofin-Sinar Technologies Inc.,Technology,Scientific & Technical Instruments,WIKI/RSTI,stocks/rsti
SCI,Service Corporation International,Services,Personal Services,WIKI/SCI,stocks/sci
SCHN,"Schnitzer Steel Industries, Inc.",Industrial Goods,Metal Fabrication,WIKI/SCHN,stocks/schn
SCIL,Scientific Learning Corp.,Services,Education & Training Services,NA,stocks/scil
SCKT,"Socket Mobile, Inc.",Technology,Computer Peripherals,NA,stocks/sckt
SCL,Stepan Company,Consumer Goods,Cleaning Products,WIKI/SCL,stocks/scl
SCLN,"SciClone Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/SCLN,stocks/scln
SCMR,"Sycamore Networks, Inc.",Technology,Networking & Communication Devices,NA,stocks/scmr
SCON,Superconductor Technologies Inc.,Technology,Semiconductor - Integrated Circuits,NA,stocks/scon
SCOR,"comScore, Inc.",Services,Business Services,WIKI/SCOR,stocks/scor
SCS,Steelcase Inc.,Consumer Goods,Business Equipment,WIKI/SCS,stocks/scs
SCSC,"ScanSource, Inc.",Technology,Technical & System Software,WIKI/SCSC,stocks/scsc
SCSS,Select Comfort Corporation,Consumer Goods,Home Furnishings & Fixtures,WIKI/SCSS,stocks/scss
SCTY,SolarCity Corporation,Technology,Semiconductor - Specialized,WIKI/SCTY,stocks/scty
SCU,Scana Corporation SCANA CORPORA,,,NA,stocks/scu
SCX,The L.S. Starrett Company,Industrial Goods,Small Tools & Accessories,NA,stocks/scx
SD,"SandRidge Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/SD,stocks/sd
SCVL,Shoe Carnival Inc.,Services,Apparel Stores,WIKI/SCVL,stocks/scvl
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,WIKI/SE,stocks/se
SEAC,SeaChange International Inc.,Technology,Application Software,WIKI/SEAC,stocks/seac
SBBX,Sussex Bancorp,Financial,Regional - Northeast Banks,NA,stocks/sbbx
SEB,Seaboard Corp.,Conglomerates,Conglomerates,WIKI/SEB,stocks/seb
SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,WIKI/SEAS,stocks/seas
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,WIKI/SEE,stocks/see
SEIC,SEI Investments Co.,Financial,Asset Management,WIKI/SEIC,stocks/seic
SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,WIKI/SEM,stocks/sem
SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,WIKI/SEMG,stocks/semg
SENEA,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,WIKI/SENEA,stocks/senea
SENEB,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,NA,stocks/seneb
SEV,"Sevcon, Inc.",Technology,Semiconductor - Integrated Circuits,NA,stocks/sev
SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,WIKI/SF,stocks/sf
SFE,"Safeguard Scientifics, Inc.",Services,Business Services,WIKI/SFE,stocks/sfe
SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance,WIKI/SFG,stocks/sfg
SFLY,"Shutterfly, Inc.",Services,Personal Services,WIKI/SFLY,stocks/sfly
SFNC,Simmons First National Corporation,Financial,Money Center Banks,WIKI/SFNC,stocks/sfnc
SGA,Saga Communications Inc.,Services,Broadcasting - Radio,WIKI/SGA,stocks/sga
SGB,Southwest Georgia Financial Corp.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sgb
SGC,Superior Uniform Group Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/sgc
SGI,Silicon Graphics International Corp.,Technology,Diversified Computer Systems,WIKI/SGI,stocks/sgi
SGEN,Seattle Genetics Inc.,Healthcare,Biotechnology,WIKI/SGEN,stocks/sgen
SGMA,SigmaTron International Inc.,Technology,Printed Circuit Boards,NA,stocks/sgma
SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology,WIKI/SGMO,stocks/sgmo
SGNT,"Sagent Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SGNT,stocks/sgnt
SGMS,Scientific Games Corporation,Services,Gaming Activities,WIKI/SGMS,stocks/sgms
SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas,WIKI/SGY,stocks/sgy
SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/SGYP,stocks/sgyp
SHLD,Sears Holdings Corporation,Services,Department Stores,WIKI/SHLD,stocks/shld
SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic,WIKI/SHEN,stocks/shen
SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified,WIKI/SHLM,stocks/shlm
SHLO,Shiloh Industries Inc.,Industrial Goods,Metal Fabrication,WIKI/SHLO,stocks/shlo
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SHOO,stocks/shoo
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,WIKI/SHOR,stocks/shor
SIG,Signet Jewelers Limited,Services,Jewelry Stores,WIKI/SIG,stocks/sig
SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores,WIKI/SHOS,NA
SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology,WIKI/SIGA,stocks/siga
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,WIKI/SIGM,stocks/sigm
SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line,WIKI/SIMG,stocks/simg
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,WIKI/SIRO,stocks/siro
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,WIKI/SIVB,stocks/sivb
SIX,Six Flags Entertainment Corporation,Services,General Entertainment,WIKI/SIX,stocks/six
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,WIKI/SJI,stocks/sji
SJW,SJW Corp.,Utilities,Water Utilities,WIKI/SJW,stocks/sjw
SKH,"Skilled Healthcare Group, Inc.",Healthcare,Long-Term Care Facilities,WIKI/SKH,stocks/skh
SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail,NA,stocks/skt
SKUL,"Skullcandy, Inc.",Consumer Goods,Electronic Equipment,WIKI/SKUL,stocks/skul
SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SKX,stocks/skx
SKY,Skyline Corp.,Industrial Goods,Manufactured Housing,NA,stocks/sky
SKYW,SkyWest Inc.,Services,Regional Airlines,WIKI/SKYW,stocks/skyw
SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SLAB,stocks/slab
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,WIKI/SLB,stocks/slb
SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/SLCA,stocks/slca
SLG,SL Green Realty Corp.,Financial,REIT - Retail,NA,stocks/slg
SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers,WIKI/SLGN,stocks/slgn
SLH,Solera Holdings Inc.,Technology,Business Software & Services,WIKI/SLH,stocks/slh
SLI,SL Industries Inc.,Technology,Diversified Electronics,NA,stocks/sli
SLM,SLM Corporation,Financial,Credit Services,WIKI/SLM,stocks/slm
SLMAP,SLM Corporation,,,NA,NA
SLP,"Simulations Plus, Inc.",Technology,Business Software & Services,NA,stocks/slp
SLTC,"Selectica, Inc.",Technology,Internet Software & Services,NA,stocks/sltc
SLTM,"Solta Medical, Inc.",,,NA,stocks/sltm
SLXP,Salix Pharmaceuticals Ltd.,Healthcare,Drugs - Generic,WIKI/SLXP,stocks/slxp
SM,SM Energy Company,Basic Materials,Independent Oil & Gas,WIKI/SM,stocks/sm
SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/SMA,stocks/sma
SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,NA,stocks/smed
SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,WIKI/SMCI,stocks/smci
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,WIKI/SMG,stocks/smg
SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/smit
SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities,NA,stocks/smlp
SMMF,Summit Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/smmf
SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,WIKI/SMP,stocks/smp
SMPL,"Simplicity Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/smpl
SMRT,Stein Mart Inc.,Services,Apparel Stores,WIKI/SMRT,stocks/smrt
SMSI,Smith Micro Software Inc.,Technology,Application Software,NA,stocks/smsi
SMTC,Semtech Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/SMTC,stocks/smtc
SMTX,SMTC Corporation,Technology,Printed Circuit Boards,NA,stocks/smtx
SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,WIKI/SN,stocks/sn
SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,WIKI/SNA,stocks/sna
SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/SNAK,stocks/snak
SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/SNBC,stocks/snbc
SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,WIKI/SNCR,stocks/sncr
SNDK,SanDisk Corp.,Technology,Data Storage Devices,WIKI/SNDK,stocks/sndk
SNFCA,Security National Financial Corp.,Financial,Credit Services,NA,stocks/snfca
SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,NA,stocks/snh
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,WIKI/SNI,stocks/sni
SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals,NA,stocks/snmx
SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,WIKI/SNPS,stocks/snps
SNTA,Synta Pharmaceuticals Corp.,Healthcare,Biotechnology,WIKI/SNTA,stocks/snta
SNTS,"Santarus, Inc.",,,NA,stocks/snts
SNSS,"Sunesis Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SNSS,stocks/snss
SNV,Synovus Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/SNV,stocks/snv
SNX,SYNNEX Corp.,Services,Business Services,WIKI/SNX,stocks/snx
SO,Southern Company,Utilities,Diversified Utilities,WIKI/SO,stocks/so
SOCB,Southcoast Financial Corp.,Financial,Regional - Southeast Banks,NA,stocks/socb
SOFO,"Sonic Foundry, Inc.",Technology,Application Software,NA,stocks/sofo
SOHU,Sohu.com Inc.,Technology,Internet Information Providers,NA,stocks/sohu
SON,Sonoco Products Co.,Consumer Goods,Packaging & Containers,WIKI/SON,stocks/son
SONA,Southern National Bancorp of Virginia Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sona
SONC,Sonic Corp.,Services,Restaurants,WIKI/SONC,stocks/sonc
SONS,"Sonus Networks, Inc.",Technology,Communication Equipment,WIKI/SONS,stocks/sons
SONT,"Seen On Screen TV, Inc.",,,NA,stocks/sont
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major,NA,stocks/sorl
SPA,Sparton Corp.,Technology,Diversified Electronics,WIKI/SPA,stocks/spa
SPAN,Span-America Medical Systems Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/span
SPAR,Spartan Motors Inc.,Consumer Goods,Trucks & Other Vehicles,WIKI/SPAR,stocks/spar
SPB,"Spectrum Brands Holdings, Inc.",Industrial Goods,Industrial Electrical Equipment,WIKI/SPB,stocks/spb
SPBC,"SP Bancorp, Inc.",Financial,Credit Services,NA,stocks/spbc
SPCHA,Sport Chalet Inc.,,,NA,stocks/spcha
SPCHB,Sport Chalet Inc.,Services,Sporting Goods Stores,NA,stocks/spchb
SPEX,Spherix Incorporated,Healthcare,Medical Laboratories & Research,NA,stocks/spex
SPF,Standard Pacific Corp.,Industrial Goods,Residential Construction,WIKI/SPF,stocks/spf
SPG,Simon Property Group Inc.,Financial,REIT - Retail,WIKI/SPG,stocks/spg
SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sph
SPLK,"Splunk, Inc.",Technology,Application Software,WIKI/SPLK,stocks/splk
SPIR,Spire Corp.,Technology,Semiconductor - Broad Line,NA,stocks/spir
SPLP,Steel Partners Holdings L.P,Conglomerates,Conglomerates,NA,stocks/splp
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",WIKI/SPLS,stocks/spls
SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/SPN,stocks/spn
SPNC,The Spectranetics Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SPNC,stocks/spnc
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SPPI,stocks/sppi
SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/SPR,stocks/spr
SPRO,SmartPros Ltd.,Services,Education & Training Services,NA,stocks/spro
SPRT,"Support.com, Inc.",Technology,Internet Software & Services,WIKI/SPRT,stocks/sprt
SPSC,"SPS Commerce, Inc.",Technology,Application Software,WIKI/SPSC,stocks/spsc
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Goods,Beverages - Soft Drinks,NA,stocks/spu
SPTN,Spartan Stores Inc.,Services,Food Wholesale,WIKI/SPTN,stocks/sptn
SPW,SPX Corporation,Industrial Goods,Diversified Machinery,WIKI/SPW,stocks/spw
SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,WIKI/SPWR,stocks/spwr
SQI,"SciQuest, Inc.",Technology,Application Software,WIKI/SQI,stocks/sqi
SQNM,Sequenom Inc.,Healthcare,Biotechnology,WIKI/SQNM,stocks/sqnm
SR,The Standard Register Company,Consumer Goods,Office Supplies,NA,stocks/sr
SRCE,1st Source Corporation,Financial,Regional - Midwest Banks,WIKI/SRCE,stocks/srce
SRDX,"SurModics, Inc.",Healthcare,Diagnostic Substances,WIKI/SRDX,stocks/srdx
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,WIKI/SRCL,stocks/srcl
SREV,"ServiceSource International, Inc.",Technology,Business Software & Services,WIKI/SREV,stocks/srev
SRE,Sempra Energy,Utilities,Diversified Utilities,WIKI/SRE,stocks/sre
SRI,Stoneridge Inc.,Consumer Goods,Auto Parts,WIKI/SRI,stocks/sri
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/SRPT,stocks/srpt
SRT,"StarTek, Inc.",Services,Business Services,NA,stocks/srt
SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,WIKI/SSD,stocks/ssd
SSI,Stage Stores Inc.,Services,Apparel Stores,WIKI/SSI,stocks/ssi
SSFN,Stewardship Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/ssfn
SSN,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration,NA,stocks/ssn
SSNC,,Technology,Business Software & Services,WIKI/SSNC,stocks/ssnc
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Based Systems,WIKI/SSNI,stocks/ssni
SSP,The E. W. Scripps Company,Services,Publishing - Newspapers,WIKI/SSP,stocks/ssp
SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial,NA,stocks/sss
SSTK,"Shutterstock, Inc.",Services,Business Services,WIKI/SSTK,stocks/sstk
SSY,SunLink Health Systems Inc.,Healthcare,Hospitals,NA,stocks/ssy
ST,Sensata Technologies Holding NV,Technology,Scientific & Technical Instruments,NA,stocks/st
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,WIKI/STAA,stocks/staa
STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,NA,NA
STBA,,Financial,Regional - Northeast Banks,WIKI/STBA,stocks/stba
STBZ,State Bank Financial Corporation,Financial,Money Center Banks,WIKI/STBZ,stocks/stbz
STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance,WIKI/STC,stocks/stc
STE,Steris Corp.,Healthcare,Medical Appliances & Equipment,WIKI/STE,stocks/ste
STEC,"STEC, Inc.",,,NA,stocks/stec
STEI,Stewart Enterprises Inc.,,,NA,stocks/stei
STEL,StellarOne Corporation,,,NA,stocks/stel
STEM,StemCells Inc.,Healthcare,Biotechnology,NA,stocks/stem
STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance,WIKI/STFC,stocks/stfc
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,WIKI/STI,stocks/sti
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/STJ,stocks/stj
STL,Sterling Bancorp.,Financial,Savings & Loans,WIKI/STL,stocks/stl
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,WIKI/SNHY,stocks/snhy
STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron,WIKI/STLD,stocks/stld
STLY,Stanley Furniture Co. Inc.,Consumer Goods,Home Furnishings & Fixtures,NA,stocks/stly
STML,"Stemline Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/STML,stocks/stml
STND,Standard Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/stnd
STMP,Stamps.com Inc.,Technology,Application Software,WIKI/STMP,stocks/stmp
STNR,Steiner Leisure Ltd.,Services,Personal Services,WIKI/STNR,stocks/stnr
STR,Questar Corporation,Utilities,Gas Utilities,WIKI/STR,stocks/str
STON,Stonemor Partners LP,Services,Personal Services,NA,stocks/ston
STRA,Strayer Education Inc.,Services,Education & Training Services,WIKI/STRA,stocks/stra
STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics,NA,stocks/stri
STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction,WIKI/STRL,stocks/strl
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,NA,stocks/strm
STRN,Sutron Corporation,Technology,Scientific & Technical Instruments,NA,stocks/strn
STRS,Stratus Properties Inc.,Financial,Real Estate Development,NA,stocks/strs
STRT,STRATTEC Security Corporation,Consumer Goods,Auto Parts,NA,stocks/strt
STRZA,Starz,Services,Entertainment - Diversified,WIKI/STRZA,NA
STSA,Sterling Financial Corporation,Financial,Savings & Loans,WIKI/STSA,stocks/stsa
STS,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles,NA,stocks/sts
STRZB,Starz,,,NA,NA
STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/STSI,stocks/stsi
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,WIKI/STX,stocks/stx
STXS,Stereotaxis Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/stxs
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,WIKI/STZ,stocks/stz
